PC1,PC2,PC3,Li,Predicted_Li
0.6838472098763837,0.6873782787405603,-1.468985173798687,,5.429992731410482
0.3855979458746766,0.6220696681248953,-1.496397566618523,,6.274241283456002
0.4154859022430203,0.6210750971730776,-1.509698200501119,,6.274241283456002
0.1344549969416597,0.7459590374764155,-1.5462943078217108,,5.942250907710761
0.4596720896974762,0.6214415625378058,-1.5105050337551564,,6.274241283456002
0.1703251178116229,0.7476772587425919,-1.5536961568936176,,5.942250907710761
0.6546771995218676,0.6688167224992797,-1.4610848615811722,,5.429992731410482
-1.3840685213348798,0.9565568350217498,0.8316028346814314,,2.2338524158660062
-1.0369174457310362,0.1260338120590273,0.8008730690509596,,1.6164701918285012
-0.7260787167308136,0.537037124966641,0.2858819509549021,,3.747241131144108
-0.7087155373433659,0.5262895217424579,0.2821215729214708,,4.8306620888040825
1.556305152035371,-0.4310293349199195,-1.326386237423268,,5.929657783027755
1.2965400103377536,-0.1938057846270706,-1.1678966352124265,,5.3419665672953425
1.7163596230545024,-0.630324580662436,-1.0708176471768978,,3.506587336115976
-0.054294708179257,-1.969659011679229,-0.3350267551798926,,7.626682093090877
4.804517089426573,0.2353699005540801,0.6836494084987383,,1.9219492409171477
3.958915534665786,-0.2187304448060872,0.916464161828542,,1.7087514503103223
1.2124015163146211,0.1123670518098812,0.8730206365223409,,2.3205990010774715
0.7626000619518316,0.5928976259972325,0.9277626541842752,,1.6557535376585668
-1.1931051025069768,-0.2075556095543356,0.3760664511457045,,2.5883785896010507
-0.791777803094155,-0.3806022269930822,-0.1747495310462265,,2.322423137268568
-0.8245836171830857,-0.4128091885336854,-0.2555890184755383,,2.322423137268568
-0.1952540961741114,-0.1936972289644215,-0.8624943371620694,,5.074936346163576
1.3555447803448528,-0.1360307974060443,-1.152690785446252,,5.3419665672953425
-0.5243165293305261,-0.3095956502893535,0.3814429994992563,,7.928877464147008
-0.7026905011644334,-0.1620347456801183,0.4329235504976773,,3.380167669916689
-1.160780340613239,-0.1219264723514545,0.3777798582105303,,2.5883785896010507
-1.1433428286469518,0.0070803483482352,0.4366682607716615,,2.58415220617546
-0.4925373546505479,-1.3778069338271552,-0.2416695245581353,,4.323234304000801
-0.2638492078168168,-1.6106489585511137,-0.0573533705622302,,5.007437389005521
-0.1918319403055647,-1.5779441505494902,0.0123590408041465,,5.095224730924232
-2.1142754555351475,0.7992000147285179,0.0372283059828474,,2.1828285109476493
0.0391916912212994,-0.3126125133960561,-0.0880826772555739,,5.940958627691564
-0.3328117235139549,0.3122273561938002,0.8816589393803559,,2.0640590829994605
-0.0664730027678801,-0.2303747747063304,-0.1394890546608019,,5.195307583672818
-0.5930969874949924,0.321359512551046,1.0191814718518373,,4.856606383361161
-0.1694555659174369,-0.1705603943735053,1.264160082908386,,1.656491600057103
-2.2390659906204986,0.5620886397723162,-0.1620578527512028,,1.999229786725548
-0.1445543051199755,-0.4992270416458136,-0.4920475707323225,,5.125840932394292
-0.3233043856843453,-0.5521908092222578,-0.5901614843861851,,5.470356713465428
-0.3240446928834259,-0.7014420113568851,-0.0379184778143064,,4.858862198263368
-2.223445162479736,0.7434210765850626,-0.1074618830490436,,1.999229786725548
0.1798272119302685,-0.0672184145460083,-0.3359225965739715,,6.1320309741850405
-0.2030514063671196,0.7689574555958678,0.3898844017459948,,8.93542756779868
-0.4101587706895941,-1.0290963397468131,-0.5030675754464022,,5.134294177737646
0.1130113192701906,0.4238840571645877,1.1526667318963602,,2.35231477849983
11.746621245975758,4.475803822949919,1.9605587313983293,,2.8278065923828724
8.185561578103359,1.7199834862428398,1.6203033992949951,,2.6388658344117313
-0.7775264847691085,0.4084566581048931,0.5111237810339713,,3.3671726093476804
0.9554951109410548,-0.3359504714092194,0.120203850141723,,4.867652205074261
2.194014655332225,-0.1116794325539641,0.023481917739083,,4.409794248725818
