PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,Li
-1.664219502201408,-0.16410304337487655,0.758891294640374,-0.9324317680531288,1.6186327320914946,-0.34245400606224413,1.1346401763491347,-0.48146977012256675,0.06114945465616645,-0.3686419252318452,-0.05502280885373883,-0.01281931564003822,0.07553763838007017,0.00317139050680832,0.009638619990850833,0.61
-1.6708971275473332,-0.20123634333988355,0.7395461175590655,-0.892996313414295,1.552590741505869,-0.4188826624504931,1.2350136037353472,-0.416350047977818,-0.005651299538178564,-0.3643209264855733,-0.036882958767489704,-0.033888455501852495,0.08944768817616419,-0.004828149803517452,-0.01874785892476539,0.69
-1.6551348954948648,-0.2550688442590762,0.707360129787869,-0.8860409601087789,1.554427531010546,-0.4732721622367679,1.3078269366326507,-0.4021981432311348,-0.03519165605576026,-0.36365679055826605,0.024682244551294315,-0.04670587175619656,0.09688858537543976,-0.010402415041226342,-0.029334872642797986,0.77
-1.6712529041454782,-0.11755190813568699,0.6792400071628076,-1.0386709012902615,1.7042705274429717,-0.5632247025582229,1.3331857640961553,-0.4007107030952053,-0.030072354138909168,-0.41717430218982793,0.07268770888970251,-0.04255869525292138,0.12394878075476112,-0.008544567524102237,0.010206661192577416,0.7
-1.4949807176006942,-0.4050772594325555,0.5346798851533594,-0.6079165390674748,1.4114496280015167,-0.5603365229058275,1.4419655045869926,-0.2996119575412216,-0.1675435113737388,-0.37318785370106516,0.06890933789528038,-0.099312833792882,0.134607492964247,-0.03838293808516394,-0.09549126463487802,1.4
-1.788080516696623,-0.08859230502987583,0.7323391853710604,-1.0171953269500253,1.7401186067824401,-0.49497991799043406,1.1744139967496539,-0.432211075032957,-0.037657936239593896,-0.47283314719240815,0.13717286918356053,-0.02737613456870451,0.14689899392640057,-0.0013517410634786998,-0.003070270605080753,0.68
-1.7076544693212805,0.08679677513244974,0.6509737052946072,-1.120208252949606,1.985895554301119,-0.7786849295973097,1.3575268598134445,-0.38016729457969783,-0.058679941898496964,-0.5551756858531406,0.36430927051194995,-0.012373800579093625,0.17351709634726165,-0.009149205757580528,0.012405582316738394,1.2
-1.770370371974663,-0.009237342313353467,0.6946929948894536,-1.2227029382318335,1.8690554867591105,-0.7335214560284968,1.3511410301551825,-0.4139048822971975,-0.11434316895462218,-0.6052332989294101,0.2992220812225333,-0.023064148221626567,0.177116627189899,-0.005159849516348722,-0.0008430173751002817,1.3
-1.7961524992422435,-0.0018481667272978524,0.7106616776569702,-1.2200860670757867,1.8696995481181418,-0.7309833733166525,1.3468168098267237,-0.41407662795286587,-0.1247864814805227,-0.5991626847191014,0.3078634342432025,-0.028014044818392266,0.17913971491523148,-0.00545302933198358,-0.012738646738353362,1.3
-1.6828162664386344,-0.13636680052101252,0.6562879275471807,-1.0982398773172823,1.7734124912191138,-0.6629159733020916,1.3397277790910762,-0.39994964901771474,-0.06743727839433696,-0.5785163548071399,0.2670054535644667,-0.015228048605275695,0.16411566127084143,-0.011976790137515894,0.005231450029409506,1.5
