PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,Li
-1.7602072608701278,1.5781600424594793,-2.8896548933437707,1.2776042858106953,1.4615699871201315,-0.1420186660094027,0.20222981202355128,0.9084540115976927,0.6729328844819339,-0.2472099680865651,-0.4582116630575529,-0.12464460015933752,-0.5694906288515323,-0.01837594616756865,-0.0023963602835786312,
-3.348302755297972,0.2521570260999688,0.3651916870706243,-0.057519964626487195,-0.4983833915424949,-0.07017958439594765,-1.1877616982962178,0.2943960131845351,-0.1719556436749026,0.07890386181583431,0.3253186542162557,0.3483106441648355,0.09406843161615137,-0.015766554129052143,-0.004039457565695817,
-1.5607756734412914,0.6881252019139051,0.5885321664750822,-0.28987725844077783,1.0083383257877996,-1.1027155223500216,1.7739092961747251,-0.5968637179412402,-0.31570440210373335,0.20823808766582846,-0.23018063251905646,0.30243671968106023,0.03357219382410184,0.006945554111926445,0.001451535218574761,
1.2380048597351443,-0.5438046687932002,0.6149828201709244,0.5223666030389436,-0.8819137097605273,-0.2453615907395418,-0.1983754428436121,0.505688078041339,-0.2253728230022304,-0.11813990745839645,-0.1300598164256459,-0.48465410312886603,-0.251177009340238,-0.05555872658463916,-0.012127904077831384,
1.0543899701867896,-0.8623127592297176,-0.8983332352825871,-0.45110510501797196,-0.2484003989386862,0.526264472409892,0.25983886645479654,-0.380180491732571,-0.3655733527604974,0.3884989217450447,0.49167955141623315,-0.59510133510684,-0.14775469913963307,0.016801647154061444,-0.01215530922491251,
0.6597145067817438,-0.836352972404497,0.0176708822189376,0.0009162984631582959,0.3699157919381981,-0.07090607188201267,-0.013171006676797412,0.4309908784476214,-0.05206926280478905,-0.23777898732182484,0.06361043209656071,-0.5631236500285691,-0.004878901178271588,0.00045620507232568667,-0.00012325553833135927,
4.411861499380668,6.129839879352161,-0.6015829751484367,-4.4987282972043445,2.2241170302952775,0.7648149548212003,-0.7825180194991963,1.1890048296381612,-2.124842581071496,-1.871179433194407,-3.0783967822619007,0.8503362675139362,1.4625172364555377,-0.04789568345458816,-0.018001795344314748,
2.735134977215898,-0.5333527422671182,0.40400052972411477,-0.31024723876288196,0.923104409204539,-0.4119741609003012,-0.04364440937547332,-0.1346507665135156,0.7052406464219048,0.04635414085646837,-0.43243250435700253,-0.7045351415879265,0.5288952126600938,-0.05926915025449921,-0.0011649566729952528,
1.738938994685611,-0.4832527328730069,-0.27815193979819713,-0.5925326706673661,-0.10011672321473497,0.48789878197631703,0.10590844008414502,0.1017367645510529,-0.5366908022292511,-0.5226726493999829,-0.3788359178328363,-0.5712145371005832,-0.18734972315516463,-0.03279830569004981,-0.01782519541054363,
1.7281040076224639,-0.7237485441490092,-0.11143691670207212,-0.5128411538970881,1.0709590412433057,-0.12732446356668578,0.1037592473869771,-0.24044146718143966,0.4556408115163055,0.2894226610024046,-0.2804270808545185,-0.31466402693106255,0.15366515056569455,-0.005713037331405273,0.0004601981215791966,
-3.317167834924792,0.3990196749596495,0.7611658967724796,0.23093172108645454,-0.7581095425201,-0.40215911477426364,-1.3048356770079728,0.439309808758622,-0.22318438658891934,0.03118522016151985,0.3190842642998715,0.3898223735749517,0.06969310667934259,-0.01421850000531656,-0.0015993079792890308,
1.2885866522438842,-1.3638307909226912,-1.1335885836737603,-0.18737213969773012,0.47298252731291685,-0.009991141089516745,0.24128590460807448,-0.49881523580388387,-0.6034127589078015,-0.11814137771762254,-0.37503820182672065,0.03604304189748034,0.26344127912959564,-0.025602621714246238,-0.00852014140591476,
1.4913939028503438,-0.696836147978495,0.19976166229380882,-0.059819666699014444,1.0978460897501516,-0.08429663428963383,0.4724851939648634,0.33382655701802777,0.4880444090533442,-0.3829579827382035,-0.38249936934809853,-0.08807028559354964,0.30115801957818567,-0.043024979774325046,0.0007875394766418678,
1.5871037417309533,-0.7823158700773941,0.2731904631113654,0.09695811873724165,0.7458049016478184,0.20328112183096725,0.6534526468198425,0.34451944645619287,0.6452440441344375,-0.4114811000887452,-0.3544191626891545,-0.0674726535901605,0.1718150349377788,-0.006351698217053256,0.01989495391378943,
1.5701835691236183,-1.0203279318286844,0.056609246880447495,-0.0761901959786033,0.9033837921292776,-0.03883734847546735,0.4885472498300348,0.1857120512283276,0.4123167901485485,-0.0653519845967793,-0.07161246404529216,-0.3289978488035218,0.07151638092070112,-0.04918425270547964,-0.003941622878696234,
0.8470739562408098,-1.3472767262016967,-0.1844498243958727,-0.2893861010320703,0.647741644602626,0.09689740587512717,0.38379279275542844,0.029856896384895585,-0.12976910300634023,-0.03605602239502562,-0.20689871900994236,-0.25088498848119484,0.14860173997579038,0.016435285588048996,-9.933889092500212e-05,
1.2341739649538666,-1.1791477825845813,-0.10595059762574388,0.06091346360911702,0.6506577993514164,0.17273186237960156,0.6159666287485098,0.25387640831292907,0.3802008268339771,0.06612893672070957,-0.16772726667211194,-0.37237672460462345,-0.012937111410689647,0.011899016252617904,0.001999189384898857,
1.3696284397058522,-1.0650313661784263,-1.0683391976659453,-0.31693084196054355,0.2638694124626214,0.26830208211277673,0.15988878471025844,-0.7423692638698557,-0.21357238473622153,-0.13317445426806088,-0.4042706267170694,-0.2794518647305834,0.03698434406895915,-0.0034029756777102897,-0.010007846132292558,
1.6154542855413208,-0.7475997079834614,0.25030614898555253,-0.2504980576126425,1.0355196748104656,-0.041503553795379476,0.44409221180660735,0.1477263010294665,0.5139973820396716,-0.1152256775076192,-0.3479842663355354,-0.1464863546184222,0.2590511198276289,-0.034192253073041905,-0.003808667363980597,
