IDUSGS,PLAYTYPE,WELLTYPE,FORMSIMPLE,TDS,LATITUDE,LONGITUDE,STATE,COUNTY,PROVINCE,REGION,WELLNAME,API,DEPTHUPPER,DEPTHLOWER,PERIOD,DATESAMPLE,PH,B,Ba,Br,HCO3,Ca,Cl,FeTot,K,Li,Mg,Na,SO4,Sr,Zn,CHARGEBAL,BASIN_CATEGORY,Predicted_Li
3579,Sedimentary,Conventional Hydrocarbon,Berea,288600.0,43.5,-84.1,Michigan,Saginaw,Michigan Basin,Eastern,,,2448.0,,Devonian,,,17.7628,357.349,1340.0,65.019,41000.0,184000.0,276.5946,800.0,,8800.0,51000.0,53.0,1540.0,272.331,-1.6,Michigan,27.495600699300695
3580,Sedimentary,Conventional Hydrocarbon,Berea,312900.0,43.4,-84.1,Michigan,Saginaw,Michigan Basin,Eastern,,,2493.0,,Devonian,,,52.304,181.80900000000003,1460.0,50.0524,44000.0,197000.0,58.032,860.0,,9200.0,59000.0,229.885,1750.0,16.476000000000003,0.1,Michigan,25.090049489399476
3581,Sedimentary,Conventional Hydrocarbon,Berea,269400.0,43.5,-84.2,Michigan,Midland,Michigan Basin,Eastern,,,2421.0,,Devonian,,,25.439,103.83,1250.0,29.9342,38000.0,170000.0,105.549,730.0,,7500.0,51000.0,124.761,1530.0,1.723,-0.3,Michigan,22.787782814407805
3582,Sedimentary,Conventional Hydrocarbon,Berea,230100.0,43.5,-84.2,Michigan,Midland,Michigan Basin,Eastern,,,2418.0,,Devonian,,,11.3988,218.035,1080.0,135.065,33000.0,144000.0,1801.811,550.0,,6300.0,44000.0,18.0,1340.0,69.03099999999999,0.6,Michigan,22.18980610583861
3583,Sedimentary,Conventional Hydrocarbon,Berea,306500.0,43.5,-84.3,Michigan,Midland,Michigan Basin,Eastern,,,2388.0,,Devonian,,,31.5449,261.945,1310.0,121.05400000000002,41000.0,194000.0,478.1334,700.0,,8100.0,60000.0,553.75,1570.0,159.223,-1.0,Michigan,25.094185841935836
3584,Sedimentary,Conventional Hydrocarbon,Berea,304500.0,43.7,-84.5,Michigan,Midland,Michigan Basin,Eastern,,,2372.0,,Devonian,,,14.106,284.258,1180.0,26.019,35000.0,195000.0,278.0468,800.0,,7100.0,64000.0,66.0,1210.0,281.531,-3.3,Michigan,27.307323706848695
3585,Sedimentary,Conventional Hydrocarbon,Berea,313056.0,43.50523004,-84.41705997,Michigan,Midland,Michigan Basin,Eastern,,,3928.1,,Devonian,,,16.0568,117.758,2000.0,123.59499999999998,45000.0,200000.0,862.789,690.0,,9600.0,54000.0,26.0,1740.0,173.755,-2.0,Michigan,35.43951845376844
3586,Sedimentary,Conventional Hydrocarbon,Berea,381248.0,43.51436814,-84.47761137,Michigan,Midland,Michigan Basin,Eastern,,,8756.5,,Devonian,,,79.888,76.53,2000.0,224.587,63000.0,230000.0,234.116,710.0,,12300.0,71000.0,38.0,2200.0,38.978,5.8,Michigan,35.24443056388055
3587,Sedimentary,Conventional Hydrocarbon,Berea,353960.0,43.51616644,-84.47517777,Michigan,Midland,Michigan Basin,Eastern,,,4624.8,,Devonian,,,91.94,34.86,1740.0,95.44005,55000.0,220000.0,222.3,2400.0,,10700.0,62000.0,20.0,2100.0,22.123,1.6,Michigan,48.96615899100898
3588,Sedimentary,Conventional Hydrocarbon,Berea,352222.0,43.91706514,-84.39821897,Michigan,Gladwin,Michigan Basin,Eastern,,,3788.5,,Devonian,,,45.982,156.277,1460.0,54.691,42000.0,210000.0,111.03400000000002,630.0,,9400.0,87000.0,72.0,1660.0,2.85728664,6.0,Michigan,21.818050181485184
