PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,Li,Predicted_Li
-0.6541032197374993,-0.1090451015214178,0.3220234685488368,0.3666539173998006,0.042387307040885,0.5181134972440385,-0.8820775330870068,0.8332563302671038,0.5737960504948935,0.3901030438512612,0.053081888968698,0.1421270988571137,0.1321691374721757,0.0014961965629125,0.0023793050883044,,1.9574453
0.9805228382959555,1.071006522810852,-0.8225629731313714,1.4100996941219734,0.0783100050718139,-0.7341920524157663,0.1942912439011014,1.604349714935354,-0.4380658727113615,-0.4040363824352723,-1.1008412340211615,-0.9664323614563242,0.253373193212541,0.0126486043782808,-0.0186105852081379,,32.392933
0.1843729119840091,-0.0728264423942392,0.4834233919092612,0.1010997862318617,-0.4582414132306332,-0.9016462951259872,0.0740012318675146,0.1194167646787419,0.0254074504971807,0.0216354930533681,0.0572482431296529,0.0946664091752074,0.0240244553610058,-0.0187183751857114,0.0031064879862735,,0.014198378
0.1631854403729794,-0.4756948550388303,0.2593742295668431,-0.2195168281180944,-0.7352421342041413,-0.2842029463685854,-0.1672093657601838,-0.238378165541846,0.282167988049143,0.222797188583487,-0.3172814448526653,-0.0937801679267368,-0.0177090508395688,0.0209845903701239,-0.0071984901529963,,0.6664984
0.1219700444752107,-0.44778091332557,0.0241621715034811,-0.4477420249236762,-0.1027071492493031,0.0539513286438907,-0.220143346876993,-0.4022021080093177,0.2391705132483238,0.2117167490730472,-0.1280921671940127,0.1652749691482956,-0.0051142566832421,0.0069689661454595,0.0020040910065764,,3.3312335
8.267663176188682,-1.645111491512904,3.604676371987986,-3.4397329843754574,4.754206236662889,-2.203732692719254,-1.2685856983893606,-2.9299280384162887,0.7539363967029384,-1.1903148917128636,0.3541089555005133,-0.73881309282608,0.0469832872340543,0.0243695943461434,0.0028814018612525,,9.888321
5.5486343920724535,-0.377769317013764,2.170141711807071,-3.094280126993904,2.513642545381268,-0.1610802772791728,-1.2759544900071085,-1.032735008605096,0.5750282054086916,-1.4108414585687865,-0.212794770741629,0.1712648767716982,0.2024906836636155,0.0145796668598321,0.0011609286452283,,1.6425133
-0.6564591806585645,-0.4178573392442015,-0.2776325189910699,0.2751556674499159,0.0268280180682163,0.3161666224364646,-0.2928021859227406,0.4871228797362826,0.2458593483081806,0.1385074280137086,-0.2143229898267362,-0.0130183569414672,0.1364383491819394,-0.0042666280796865,0.0008675891162909,,4.0416265
4.807658361292196,-1.331398936461623,1.3961824666814948,-2.186552582857012,1.929598407661039,-0.6102741932705485,-0.5944721708086668,-0.9248413979773078,0.5155411613813011,0.1057335177049442,1.1049482847001175,-0.4789060112034697,-0.1165033143962504,0.0068860969349062,0.003269463985947,,9.682992
3.528095954066409,-2.230020868719259,1.6150608483714288,-0.1684861729094481,0.6016876005994999,-0.6831525653053938,-0.774771560294,-0.4220738980857417,0.1740463174572084,0.407674257499348,0.2870413606527295,0.1154806258810085,0.0609400256323718,0.0036941129114588,0.0009139836071696,,3.2561977
2.450542827451996,-1.7959716078463996,1.093209522708151,0.145426047061842,1.899283923988618,-1.0590501258988694,-0.515208694107621,-0.61915481088535,0.2750393911990622,0.2573428539984232,0.2405261407273501,0.1105128695612831,0.1436560485450067,0.0024699875620447,0.0001314921535091,,7.2544
-0.6030847028134624,-0.6541393130577874,-0.5662416298568287,0.2607560861812899,0.2619099140223357,0.1853287000096921,0.0107723155495093,0.2057841799861311,0.0539833707277135,0.0871155849549258,0.0526775565854296,0.152848163581234,0.0647520215039886,-0.0035307167268203,-0.0003899171341488,,4.6946125
-0.4362054003838251,-0.7219726806968639,-0.7653786454034743,0.2862034314988989,0.3403606364989314,0.1485149743411817,0.0448661743467587,0.5489260960387782,0.3795828662991735,0.1509602034841615,0.5233649105805341,-0.1675989995705143,-0.0470504531608006,-0.0006184204138368,0.0019198212513073,,5.444138
-1.1924419084182305,-0.1125710727973902,-0.1197663920054865,-0.2843436895609621,-0.2220808798220832,0.6112246723370471,-0.4746167117286232,-0.1803099355138586,0.3413819777706248,0.4326621639448529,-0.1746696859174017,0.0781946789871485,0.0220072502427897,0.0178113153704018,-0.0257406002038673,,2.8682003
-1.1818034340795176,-0.6442543259585006,-0.7972934613442778,0.1095621866174342,0.0010587032986686,0.4339662553777512,0.0778877727079057,0.1548932143731366,0.1344114847335783,0.0532542149690127,0.1243564827577111,0.1741331843132318,-0.0265896537535561,-0.0052305031739961,3.110807703825681e-05,,4.91791
0.9407401612053924,0.823540527892651,-0.6723371789276564,-1.8976666400064364,0.1918459648611893,0.8118886108960505,-0.0962430572582963,0.0575819325844448,0.0556664532227917,-0.5151852692487738,-0.5339633424870568,-1.841658134434281,0.0200627608999111,0.0159089921320767,0.0034340539966177,,5.9287105
-0.6315699170295206,1.0262822674099477,-0.5802742144499049,-1.9377606694422245,0.8061285614747751,1.025431443096761,-0.1992208778625225,-0.7215079484614233,-0.0218352448323337,0.5630046134318853,0.1104930325328639,-0.1921091364916893,-0.0193124037069518,0.0115962084315919,0.0009192713327119,,1.8874054
0.1706492123203817,-0.3769731128081391,-0.9815503301533456,-0.3179064330959259,-0.0697470672613935,0.3612206921971257,0.2604848728223378,0.7928636824640476,0.0720311301773382,0.1887670462642062,0.1794530910427402,-0.8655932076033204,-0.0118182132614307,0.0055588274057255,0.0007541576244648,,3.4725127
-0.6867513566003811,-0.8623176066745641,-0.5359541032361034,0.0297946432175315,-0.0815953509451255,0.282015710072603,-0.0221197838698422,-0.0079182237362985,0.2390437116276563,0.0890672867949023,0.0389547686712727,-0.0098259361606879,-0.0193719203634433,0.001379092822283,0.0009705689232734,,3.8776789
4.241613547002646,-3.6127228878414464,1.809686220805997,0.4258818038831529,2.474946079709519,-2.1384717666516164,-0.3110775848594671,-1.63173914985779,0.0846079688666608,0.0759718110870879,0.4394074032435799,0.1195670211754942,0.12016850958793,0.002524067623727,0.0096803230320654,,9.522941
1.174121114861969,-1.5921794086391294,0.7168720606351587,0.1487092669529924,0.1832492484010537,-0.2559941868005539,-0.3980067842064159,-0.97182069737331,-0.3173659746797321,0.0216991357901615,0.0845074009218456,0.1159580909308922,-0.0640900486790105,0.0058374564880202,-7.244269427667152e-05,,3.6721964
2.1272678563311387,-2.0557731792800413,0.8343882379159102,0.1922828645878192,0.7753894939185604,-0.7562496324769301,-0.4050065503051504,-0.6290200884885353,0.2344399660122567,0.2935064317102312,0.6998661900812291,-0.3768134246363547,-0.0271936379256418,0.0077318889655445,0.0016177390691876,,10.261647
-0.8778015292741093,-0.7297383491879184,-0.7059496000998752,0.1524521543786927,0.0898432011822283,0.2136837618870131,0.1345354701902902,0.1145628342372122,0.1116714428804007,0.0224055061035433,0.1950817097516592,0.1894292776241722,-0.0282540560404143,-0.0003863790415795,0.0003028786744318,,4.6051726
0.7509825841306316,-1.5143882388965846,0.1003323582101487,0.2619524643810383,0.7010116883723746,-0.4696741280881333,0.0184581045680502,-0.3882415076594442,-0.0999674086175384,0.0553654391559809,0.2788654128492607,0.1622418096504888,-0.0016113319535415,0.0022064563175307,0.0002498162198994,,8.775322
-0.2949963626921504,-0.7418501425308603,-0.3550666030189759,0.3086360018157553,0.3444463999996305,-0.0917299131903521,0.0130854028191384,0.2314892709490313,0.1289680838977804,0.0572487911156747,0.0709847646929475,0.2462124401952229,0.0666291198999914,-0.0005567587298444,0.0070581602243926,,4.7946415
0.9648727449717164,-1.4712593435491126,0.3013818653541062,0.3492367683080976,0.916636077267202,-0.4748451578519988,-0.2467739350959474,-0.0843935252492473,0.2236045091896389,0.2290370216025317,0.2099743838116096,0.1958057633267744,0.0607256659946427,0.0004052489888666,-0.0080403215590472,,8.839209
