PC1,PC2,PC3,Li
-3.0577422126172955,-0.9944113950553041,1.5360508514565678,0.7
-1.69286298936738,-0.7915893483885086,-0.870462616840787,3.0
-2.811940759976994,0.3640295626473093,-0.6158003753703527,1.9
-3.5055489922369283,0.2215973949078916,0.3591740698503826,1.95
-2.3770170607561187,-1.2529886015848064,-1.1066173976236522,1.3
-0.09081767718288741,-0.14845548694735336,-0.8254971535628158,1.0
-0.6277948962954415,-0.5509296616321816,-0.23612651270264137,0.9
-0.6501540934312622,-0.3139366314753118,-0.9324613422452404,1.0
2.7403864260775554,8.65874344533921,-2.150906652676443,1.95
-1.8181644494425893,-0.6372832723414456,-1.1085491970996149,1.6
2.8556286517343334,9.317585428568472,-2.4295232061561802,1.9
1.4857155465786147,1.9933383722779283,-1.1406697865856865,1.95
0.5496624830702356,5.826328531889522,5.686463487995607,1.95
-2.842473895774807,1.5229751096090196,-0.6628541564843449,0.35
-3.2398321053636177,1.6270581108387883,-1.0456255109895765,0.44
-3.509067181774311,1.588116411349338,-1.1447040638522676,0.32
-3.505414906587639,1.567906753866202,-1.2003942178728624,0.32
-3.52290330451594,1.526346957103789,-0.42079166761752385,0.23
-2.9012918592725407,1.8326280851356944,-0.8352623512397767,0.29
-2.97548943626844,1.8296262754308243,-0.9885648710751477,0.36
-3.591605115139476,1.3272615085522312,-1.1880619059762287,0.26
-2.9924434638421724,1.8119101146151244,-1.0309604277450028,0.43
-4.2861037993846836,1.5612777949493353,-1.0262497556584103,0.21
-3.0885554283752126,1.674221119376286,-0.8915188210889294,0.23
-3.1608523038689693,1.2474634426874138,-0.9666624801412074,0.34
-3.10638036240971,1.3230369853830095,-0.930168529295246,0.33
-2.9539520433978494,1.7597455935881614,-0.6131967695689798,0.3
-3.6843720815243475,1.2678198590262484,-0.8451233323638305,0.31
-3.814715593279097,1.4082233222173668,-1.2220262115627025,0.58
-3.0451940978494787,0.9409118255311625,-1.3479650324914474,0.29
-3.575777688511032,1.5913718925219642,-0.9383352246868559,0.22
-3.64231629916604,1.8041712211320164,1.1526054127381486,0.49
-3.1765391911873584,0.7788464590550235,-0.8982457455008509,1.31
-4.482754945974141,1.5103700770089574,1.0084292677587439,1.35
-3.7285266687636756,1.3467407968000087,0.23049438975859426,0.44
-3.478266455072065,1.811171931755641,-0.0902149802525795,0.94
-3.4410723269723427,1.0709823462925037,0.2629433825514124,0.085
-4.026308052520038,0.6038518727779693,-0.9949776816689652,0.015
-3.692202956413779,2.624349484213118,3.671929021895073,1.69
-3.6979415508370637,1.4136291226171185,0.35078600562520645,0.42
-3.6981597328260083,1.9366164897052196,1.8003244435282542,2.16
-4.445737204425252,1.7340658668794504,1.390848470144292,0.59
-3.9255133102273074,1.2161069527756954,-0.7688152873225506,0.32
-3.31564079669667,1.5506391848466266,-0.9237807426280549,0.3
-3.4025024501133614,0.5792789949384417,-0.043246129874813785,3.6
-2.6034116804884486,0.6755551167969356,-0.8065203795375635,0.98
-1.2986883265235396,1.4572842996897943,-0.16450679372092902,1.7
-1.5323159199223635,1.913035023988013,-0.7953018870334093,0.93
-0.6095349400439551,2.4618250468015668,-0.6879198462363459,0.95
0.42025748522220685,3.211379169201122,0.23554123237897595,1.59
-0.7723923973685656,1.9332816081121094,0.137220456670044,1.77
-1.0080497405949704,3.1122733280083117,-1.060772733291081,0.87
-0.8954396307218364,3.069779203348881,-0.9172337403757793,0.94
-0.942348129658761,3.031180293188156,-0.882738259939509,0.92
-1.1416542045316767,1.7573986395293886,-0.005827021719354956,1.58
-0.0474464059614584,2.836643220507379,0.21842514658059176,1.5
-3.6365585769266615,0.2848659032903007,-0.4597534848110543,3.05
0.02957394890506315,2.8493673870820104,0.1635885510627933,1.49
-2.310631674059372,1.4033565970575121,-0.9559691006886539,0.82
-0.08203700602354805,3.823780197468007,-1.247793356668456,1.23
-1.0961581531304878,2.777755538131663,-0.8490705188506814,1.07
-1.8906622739000607,1.9621307274961275,-0.9173752629409188,0.76
-3.206972003794261,0.414076108213137,-0.9312509726549724,1.9
-0.23175372211380696,3.0542085733854147,-0.13068160664881728,1.19
-1.5442680550325834,2.2907939159859247,-0.9331011984289809,0.8
-3.20621653617428,0.46210760401498324,-0.02170946952291752,3.3
-0.46649367673015163,3.3072021726374805,-0.884100397799767,1.1
-1.970369001891839,1.6303675353430012,-0.844234561240572,0.88
-0.8558027727904082,2.9204600360742026,-0.9838360751291717,1.07
-0.6353743320026706,3.0220743040913156,-0.7365168256609754,1.29
-0.9009162664169039,2.8041433765663424,-0.6630164032365158,1.86
-1.4094010478182957,1.480596861982331,-0.21370864704530873,1.43
0.9312878017651773,3.912387188003149,0.028502475267989234,1.31
-0.37571801721451603,3.161589579966173,-0.23108418233412623,1.13
-3.30845289766948,0.35590635349123373,-0.3240648437829971,3.26
-2.09732549839008,0.981872293785151,-0.6462899548411254,1.2
-1.727729521803832,1.648232378762814,-0.7029376533225999,2.13
-0.8579501497556337,2.6853604608657764,-0.8442197979776485,1.23
0.7111663760128516,3.018430636306657,0.9147391187090034,2.1
0.5362517842442528,4.326068205363911,-0.3266569280653252,1.79
0.3775225083677573,2.919068183301437,0.17822055129996653,2.53
1.8942113844966906,5.982069757126246,1.3151619514983093,1.84
-0.12517514181307707,3.513116324650136,-0.7896229884918227,1.39
-0.42950845534931237,2.751877373737254,-0.644018966595664,1.33
-1.0923925830795247,1.979441852291919,0.18512497082145363,1.67
-0.9104010932898884,2.346093662859628,-0.8218844458340676,1.38
-3.326892452643304,0.4121852755180039,-0.3361583114041234,3.12
0.286216005890994,3.9720070056647203,-0.4147678933672496,1.75
-0.6679571686046946,3.0440934928416996,0.1378383744188139,1.04
-0.38063613751092934,2.2822447636435212,-0.08249750549670934,1.95
-0.15037268591153155,2.600162594276433,-0.5882775594432685,1.88
0.18758926773355514,3.850587996769404,-1.020843843170818,1.23
0.27485691100843057,3.9415870800090884,-0.9578420013424577,1.24
-0.5236797262846585,2.1499715285445276,-0.47324895409035733,1.96
-0.22957565199068097,1.2152108964841866,0.6650562872332113,1.43
0.426463960861419,2.5531702461196053,0.4436253032051569,1.97
-1.8918699036810191,0.9763557811071595,-0.9112233465533399,1.29
0.5397673650187773,3.7566688390582534,-0.2917634956615763,1.33
2.3580947929984526,-0.10739792085367732,-0.6567325895321215,6.15
0.928896963658292,2.9790814445992444,0.42992340411534513,3.06
-1.6451793764924374,1.4042361404842205,-0.22085285117599993,1.32
1.6017590615470594,3.7518551919677257,0.5218805754379954,2.47
0.2553277262999208,2.3003635974875065,-0.1374597885952485,2.86
-0.5616581723621127,2.151318189591573,-0.736297168327419,2.34
